"","Sample_pre","Sample","Cq","Cq_Mean","Cq_Std_Dev","Starting_Quantity","Log_Starting_Quantity","SQ_Mean","SQ_Std_Dev","year-FRP","FRP","run","Comments","sampleday"
"404",32,"32-A08","24.84",25.11,0.373,"1.08E+04","4.033",9140,2330,"2017-6203",6203,"4/25/18 first",NA,"day01"
"405",32,"32-A08","25.37",25.11,0.373,"7.49E+03","3.875",9140,2330,"2017-6203",6203,"4/25/18 first",NA,"day01"
"406",32,"32-B12","37.9",37.84,0.092,"1.30E+00","0.115",1.36,0.0866,"2017-6236",6236,"4/25/18 first",NA,"day01"
"407",32,"32-B12","37.77",37.84,0.092,"1.42E+00","0.154",1.36,0.0866,"2017-6236",6236,"4/25/18 first",NA,"day01"
"408",32,"32-C09","35.68",35.74,0.088,"6.06E+00","0.783",5.81,0.353,"2017-6222",6222,"4/25/18 first",NA,"day01"
"409",32,"32-C09","35.8",35.74,0.088,"5.56E+00","0.745",5.81,0.353,"2017-6222",6222,"4/25/18 first",NA,"day01"
"410",31,"31-G02","N/A",0,0,"N/A","N/A",0,0,"2017-6136",6136,"4/25/18 first",NA,"day01"
"411",31,"31-G02","37.07",37.07,0,"2.32E+00","0.365",2.32,0,"2017-6136",6136,"4/25/18 first",NA,"day01"
"412",31,"31-H08","29.7",29.89,0.271,"3.78E+02","2.577",334,62.2,"2017-6177",6177,"4/25/18 first",NA,"day01"
"413",31,"31-H08","30.08",29.89,0.271,"2.90E+02","2.462",334,62.2,"2017-6177",6177,"4/25/18 first",NA,"day01"
"414",32,"32-B01","19.01",19.18,0.241,"6.10E+05","5.785",546000,90600,"2017-6212",6212,"4/25/18 first",NA,"day01"
"415",32,"32-B01","19.35",19.18,0.241,"4.82E+05","5.683",546000,90600,"2017-6212",6212,"4/25/18 first",NA,"day01"
"416",32,"32-E07","26.94",26.98,0.048,"2.53E+03","3.403",2470,81.4,"2017-6202",6202,"4/25/18 first",NA,"day01"
"417",32,"32-E07","27.01",26.98,0.048,"2.41E+03","3.383",2470,81.4,"2017-6202",6202,"4/25/18 first",NA,"day01"
"418",31,"31-G06","37.35",37.35,0,"1.92E+00","0.282",1.92,0,"2017-6132",6132,"4/25/18 first",NA,"day01"
"419",31,"31-G06","N/A",0,0,"N/A","N/A",0,0,"2017-6132",6132,"4/25/18 first",NA,"day01"
"420",31,"31-H10","26.51",26.54,0.036,"3.41E+03","3.533",3350,82.7,"2017-6142",6142,"4/25/18 first",NA,"day01"
"421",31,"31-H10","26.56",26.54,0.036,"3.30E+03","3.518",3350,82.7,"2017-6142",6142,"4/25/18 first",NA,"day01"
"422",32,"32-B03","37.22",37.03,0.276,"2.09E+00","0.319",2.41,0.457,"2017-6272",6272,"4/25/18 first",NA,"day01"
"423",32,"32-B03","36.83",37.03,0.276,"2.73E+00","0.436",2.41,0.457,"2017-6272",6272,"4/25/18 first",NA,"day01"
"424",32,"32-C02","25.34",25.11,0.317,"7.67E+03","3.885",9070,1970,"2017-6274",6274,"4/25/18 first",NA,"day01"
"425",32,"32-C02","24.89",25.11,0.317,"1.05E+04","4.02",9070,1970,"2017-6274",6274,"4/25/18 first",NA,"day01"
"426",32,"32-D02","37.58",37.91,0.47,"1.63E+00","0.211",1.33,0.423,"2017-6213",6213,"4/25/18 first",NA,"day01"
"427",32,"32-D02","38.25",37.91,0.47,"1.03E+00","0.012",1.33,0.423,"2017-6213",6213,"4/25/18 first",NA,"day01"
"428",31,"31-G07","34.81",34.61,0.294,"1.10E+01","1.042",12.8,2.59,"2017-6123",6123,"4/25/18 first",NA,"day01"
"429",31,"31-G07","34.4",34.61,0.294,"1.47E+01","1.167",12.8,2.59,"2017-6123",6123,"4/25/18 first",NA,"day01"
"430",32,"32-A01","20.59",20.54,0.067,"2.04E+05","5.31",211000,9730,"2017-6273",6273,"4/25/18 first",NA,"day01"
"431",32,"32-A01","20.5",20.54,0.067,"2.18E+05","5.338",211000,9730,"2017-6273",6273,"4/25/18 first",NA,"day01"
"432",32,"32-B04","29.5",29.4,0.133,"4.34E+02","2.637",464,42.5,"2017-6209",6209,"4/25/18 first",NA,"day01"
"433",32,"32-B04","29.31",29.4,0.133,"4.94E+02","2.693",464,42.5,"2017-6209",6209,"4/25/18 first",NA,"day01"
"434",32,"32-C03","25.84",25.8,0.056,"5.44E+03","3.735",5590,215,"2017-6210",6210,"4/25/18 first",NA,"day01"
"435",32,"32-C03","25.76",25.8,0.056,"5.74E+03","3.759",5590,215,"2017-6210",6210,"4/25/18 first",NA,"day01"
"436",32,"32-D06","N/A",0,0,"N/A","N/A",0,0,"2017-6150",6150,"4/25/18 first",NA,"day01"
"437",32,"32-D06","38.34",38.34,0,"9.62E-01","-0.017",0.962,0,"2017-6150",6150,"4/25/18 first",NA,"day01"
"438",32,"32-A03","36.07",36.2,0.18,"4.61E+00","0.663",4.23,0.525,"2017-6123",6123,"4/25/18 first",NA,"day01"
"439",32,"32-A03","36.33",36.2,0.18,"3.86E+00","0.587",4.23,0.525,"2017-6123",6123,"4/25/18 first",NA,"day01"
"440",32,"32-B06","N/A",0,0,"N/A","N/A",0,0,"2017-6252",6252,"4/25/18 first",NA,"day01"
"441",32,"32-B06","38.48",38.48,0,"8.72E-01","-0.059",0.872,0,"2017-6252",6252,"4/25/18 first",NA,"day01"
"442",32,"32-C04","20.07",19.96,0.148,"2.93E+05","5.467",316000,32100,"2017-6211",6211,"4/25/18 first",NA,"day01"
"443",32,"32-C04","19.86",19.96,0.148,"3.38E+05","5.529",316000,32100,"2017-6211",6211,"4/25/18 first",NA,"day01"
"444",32,"32-D09","35.17",34.9,0.377,"8.60E+00","0.935",10.5,2.71,"2017-6168",6168,"4/25/18 first",NA,"day01"
"445",32,"32-D09","34.64",34.9,0.377,"1.24E+01","1.095",10.5,2.71,"2017-6168",6168,"4/25/18 first",NA,"day01"
"446",31,"31-G12","27.01",26.91,0.147,"2.42E+03","3.383",2600,265,"2017-6197",6197,"4/25/18 first",NA,"day01"
"447",31,"31-G12","26.8",26.91,0.147,"2.79E+03","3.446",2600,265,"2017-6197",6197,"4/25/18 first",NA,"day01"
"448",32,"32-A04","29.01",29.06,0.081,"6.09E+02","2.784",586,32.6,"2017-6122",6122,"4/25/18 first","1.0 ul DNA in ea well","day01"
"449",32,"32-A04","29.12",29.06,0.081,"5.63E+02","2.75",586,32.6,"2017-6122",6122,"4/25/18 first","1.0 ul DNA in ea well","day01"
"450",32,"32-B07","24.02",24.02,0.009,"1.90E+04","4.28",19100,115,"2017-6205",6205,"4/25/18 first",NA,"day01"
"451",32,"32-B07","24.01",24.02,0.009,"1.92E+04","4.283",19100,115,"2017-6205",6205,"4/25/18 first",NA,"day01"
"452",32,"32-C05","27.25",27.2,0.06,"2.05E+03","3.313",2120,88.1,"2017-6240",6240,"4/25/18 first",NA,"day01"
"453",32,"32-C05","27.16",27.2,0.06,"2.18E+03","3.338",2120,88.1,"2017-6240",6240,"4/25/18 first",NA,"day01"
"454",31,"31-H02","38.51",38.4,0.147,"8.58E-01","-0.066",0.925,0.094,"2017-6197",6197,"4/25/18 first",NA,"day01"
"455",31,"31-H02","38.3",38.4,0.147,"9.91E-01","-0.004",0.925,0.094,"2017-6197",6197,"4/25/18 first",NA,"day01"
"456",32,"32-C06","28.91",28.96,0.081,"6.53E+02","2.815",628,35.2,"2017-6158",6158,"4/25/18 first",NA,"day01"
"457",32,"32-C06","29.02",28.96,0.081,"6.03E+02","2.78",628,35.2,"2017-6158",6158,"4/25/18 first",NA,"day01"
"458",32,"32-E03","32.04",31.7,0.479,"7.49E+01","1.874",97.2,31.6,"2017-6163",6163,"4/25/18 first",NA,"day01"
"459",32,"32-E03","31.36",31.7,0.479,"1.20E+02","2.077",97.2,31.6,"2017-6163",6163,"4/25/18 first",NA,"day01"
"460",32,"32-A07","28.82",28.91,0.12,"6.90E+02","2.839",652,53.8,"2017-6219",6219,"4/25/18 first",NA,"day01"
"461",32,"32-A07","28.99",28.91,0.12,"6.14E+02","2.788",652,53.8,"2017-6219",6219,"4/25/18 first",NA,"day01"
"462",32,"32-B09","35.73",35.41,0.463,"5.83E+00","0.766",7.5,2.36,"2017-6147",6147,"4/25/18 first",NA,"day01"
"463",32,"32-B09","35.08",35.41,0.463,"9.17E+00","0.962",7.5,2.36,"2017-6147",6147,"4/25/18 first",NA,"day01"
"464",32,"32-C12","29.1",29.12,0.021,"5.69E+02","2.755",563,8.02,"2017-6196",6196,"4/25/18 first",NA,"day01"
"465",32,"32-C12","29.13",29.12,0.021,"5.58E+02","2.746",563,8.02,"2017-6196",6196,"4/25/18 first",NA,"day01"
"466",32,"32-E04","18.72",18.69,0.045,"7.44E+05","5.872",761000,23800,"2017-6171",6171,"4/25/18 first",NA,"day01"
"467",32,"32-E04","18.65",18.69,0.045,"7.78E+05","5.891",761000,23800,"2017-6171",6171,"4/25/18 first",NA,"day01"
"468",32,"32-E06","37.05",34.58,3.487,"2.35E+00","0.371",36.6,48.4,"2017-6245",6245,"4/25/18 first",NA,"day01"
"469",32,"32-E06","32.12",34.58,3.487,"7.09E+01","1.85",36.6,48.4,"2017-6245",6245,"4/25/18 first",NA,"day01"
"470",32,"32-C01","20.93",22.07,1.603,"1.61E+05","5.207",97300,90000,"2017-6214",6214,"4/25/18 first",NA,"day01"
"471",32,"32-C01","23.2",22.07,1.603,"3.36E+04","4.526",97300,90000,"2017-6214",6214,"4/25/18 first",NA,"day01"
"472",32,"32-E08","38.06",37.07,1.392,"1.17E+00","0.069",2.87,2.4,"2017-6282",6282,"4/25/18 first",NA,"day01"
"473",32,"32-E08","36.09",37.07,1.392,"4.56E+00","0.659",2.87,2.4,"2017-6282",6282,"4/25/18 first",NA,"day01"
"474",32,"32-B08","31.74",32.61,1.24,"9.23E+01","1.965",59.9,45.8,"2017-6139",6139,"4/25/18 first",NA,"day01"
"475",32,"32-B08","33.49",32.61,1.24,"2.75E+01","1.439",59.9,45.8,"2017-6139",6139,"4/25/18 first",NA,"day01"
"476",31,"31-H05","31.26",31.73,0.665,"1.28E+02","2.108",97.6,43.3,"2017-6227",6227,"4/25/18 first",NA,"day01"
"477",31,"31-H05","32.2",31.73,0.665,"6.70E+01","1.826",97.6,43.3,"2017-6227",6227,"4/25/18 first",NA,"day01"
"478",31,"31-G08","34.88",34.5,0.527,"1.06E+01","1.023",14.1,5.02,"2017-6175",6175,"4/25/18 first",NA,"day01"
"479",31,"31-G08","34.13",34.5,0.527,"1.77E+01","1.247",14.1,5.02,"2017-6175",6175,"4/25/18 first",NA,"day01"
"480",32,"32-E01","19.43",20.1,0.937,"2.49E+05","5.396",173000,107000,"2017-6208",6208,"4/24/18 third","poor run but out of DNA","day01"
"481",32,"32-E01","20.76",20.1,0.937,"9.77E+04","4.99",173000,107000,"2017-6208",6208,"4/24/18 third","poor run but out of DNA","day01"
"482",32,"32-A05","33.36",32.56,1.127,"1.34E+01","1.127",27.3,19.7,"2017-6178",6178,"4/24/18 third","poor run but out of DNA","day01"
"483",32,"32-A05","31.77",32.56,1.127,"4.13E+01","1.616",27.3,19.7,"2017-6178",6178,"4/24/18 third","poor run but out of DNA","day01"
"484",32,"32-D01","35.86",35.54,0.455,"2.29E+00","0.36",2.95,0.933,"2017-6271",6271,"4/24/18 third","poor run but out of DNA","day01"
"485",32,"32-D01","35.22",35.54,0.455,"3.61E+00","0.558",2.95,0.933,"2017-6271",6271,"4/24/18 third","poor run but out of DNA","day01"
"486",38,"38-A03","29.14",29.25,0.152,"2.63E+02","2.42",245,26.2,"2017-6205",6205,"4/24/18 third","forgot to spin down plate; rerun","day26"
"487",38,"38-A03","29.36",29.25,0.152,"2.26E+02","2.354",245,26.2,"2017-6205",6205,"4/24/18 third","forgot to spin down plate; rerun","day26"
"488",31,"31-H07","20.38",20.63,0.346,"1.28E+05","5.105",109000,26300,"2017-6250",6250,"4/24/18 third","forgot to spin down plate; rerun","day01"
"489",31,"31-H07","20.87",20.63,0.346,"9.02E+04","4.955",109000,26300,"2017-6250",6250,"4/24/18 third","forgot to spin down plate; rerun","day01"
"490",32,"32-B12","36.6",35.66,1.318,"1.36E+00","0.135",3.22,2.63,"2017-6236",6236,"4/24/18 third","forgot to spin down plate; rerun","day01"
"491",32,"32-B12","34.73",35.66,1.318,"5.08E+00","0.706",3.22,2.63,"2017-6236",6236,"4/24/18 third","forgot to spin down plate; rerun","day01"
"492",31,"31-G02","38.03",36.61,2.019,"4.94E-01","-0.306",2.1,2.27,"2017-6136",6136,"4/24/18 third","forgot to spin down plate; rerun","day01"
"493",31,"31-G02","35.18",36.61,2.019,"3.71E+00","0.569",2.1,2.27,"2017-6136",6136,"4/24/18 third","forgot to spin down plate; rerun","day01"
"494",31,"31-H08","26.28",27.36,1.533,"1.99E+03","3.298",1210,1100,"2017-6177",6177,"4/24/18 third","forgot to spin down plate; rerun","day01"
"495",31,"31-H08","28.45",27.36,1.533,"4.30E+02","2.633",1210,1100,"2017-6177",6177,"4/24/18 third","forgot to spin down plate; rerun","day01"
"496",32,"32-B01","18.64",18.65,0.022,"4.37E+05","5.64",432000,6700,"2017-6212",6212,"4/24/18 third","forgot to spin down plate; rerun","day01"
"497",32,"32-B01","18.67",18.65,0.022,"4.27E+05","5.63",432000,6700,"2017-6212",6212,"4/24/18 third","forgot to spin down plate; rerun","day01"
"498",32,"32-C01","19.86",20.22,0.517,"1.85E+05","5.266",147000,52700,"2017-6214",6214,"4/24/18 third","forgot to spin down plate; rerun","day01"
"499",32,"32-C01","20.59",20.22,0.517,"1.10E+05","5.042",147000,52700,"2017-6214",6214,"4/24/18 third","forgot to spin down plate; rerun","day01"
"500",32,"32-D01","35.86",35.54,0.455,"2.29E+00","0.36",2.95,0.933,"2017-6271",6271,"4/24/18 third","forgot to spin down plate; rerun","day01"
"501",32,"32-D01","35.22",35.54,0.455,"3.61E+00","0.558",2.95,0.933,"2017-6271",6271,"4/24/18 third","forgot to spin down plate; rerun","day01"
"502",31,"31-G06","37.45",37.45,0,"7.49E-01","-0.125",0.749,0,"2017-6132",6132,"4/24/18 third","forgot to spin down plate; rerun","day01"
"503",31,"31-G06","N/A",0,0,"N/A","N/A",0,0,"2017-6132",6132,"4/24/18 third","forgot to spin down plate; rerun","day01"
"504",31,"31-H10","26.66",25.76,1.274,"1.51E+03","3.18",3460,2750,"2017-6142",6142,"4/24/18 third","forgot to spin down plate; rerun","day01"
"505",31,"31-H10","24.86",25.76,1.274,"5.40E+03","3.732",3460,2750,"2017-6142",6142,"4/24/18 third","forgot to spin down plate; rerun","day01"
"506",32,"32-C02","25.44",25.29,0.212,"3.58E+03","3.554",4000,596,"2017-6274",6274,"4/24/18 third","forgot to spin down plate; rerun","day01"
"507",32,"32-C02","25.14",25.29,0.212,"4.42E+03","3.646",4000,596,"2017-6274",6274,"4/24/18 third","forgot to spin down plate; rerun","day01"
"508",32,"32-D02","33.71",34.32,0.862,"1.05E+01","1.021",7.46,4.28,"2017-6213",6213,"4/24/18 third","forgot to spin down plate; rerun","day01"
"509",32,"32-D02","34.93",34.32,0.862,"4.43E+00","0.647",7.46,4.28,"2017-6213",6213,"4/24/18 third","forgot to spin down plate; rerun","day01"
"510",31,"31-G07","34.92",35.1,0.252,"4.45E+00","0.648",3.95,0.699,"2017-6123",6123,"4/24/18 third","forgot to spin down plate; rerun","day01"
"511",31,"31-G07","35.28",35.1,0.252,"3.46E+00","0.539",3.95,0.699,"2017-6123",6123,"4/24/18 third","forgot to spin down plate; rerun","day01"
"512",32,"32-A01","19.77",19.53,0.345,"1.96E+05","5.293",237000,57000,"2017-6273",6273,"4/24/18 third","forgot to spin down plate; rerun","day01"
"513",32,"32-A01","19.28",19.53,0.345,"2.77E+05","5.442",237000,57000,"2017-6273",6273,"4/24/18 third","forgot to spin down plate; rerun","day01"
"514",32,"32-B04","27.24",28.2,1.349,"1.00E+03","3.002",633,525,"2017-6209",6209,"4/24/18 third","forgot to spin down plate; rerun","day01"
"515",32,"32-B04","29.15",28.2,1.349,"2.61E+02","2.417",633,525,"2017-6209",6209,"4/24/18 third","forgot to spin down plate; rerun","day01"
"516",32,"32-C03","25.31",25.31,0.003,"3.93E+03","3.595",3930,7.72,"2017-6210",6210,"4/24/18 third","forgot to spin down plate; rerun","day01"
"517",32,"32-C03","25.31",25.31,0.003,"3.92E+03","3.594",3930,7.72,"2017-6210",6210,"4/24/18 third","forgot to spin down plate; rerun","day01"
"518",32,"32-D06","35.3",35.68,0.533,"3.41E+00","0.533",2.71,0.995,"2017-6150",6150,"4/24/18 third","forgot to spin down plate; rerun","day01"
"519",32,"32-D06","36.05",35.68,0.533,"2.00E+00","0.302",2.71,0.995,"2017-6150",6150,"4/24/18 third","forgot to spin down plate; rerun","day01"
"520",31,"31-G08","32.78",33.58,1.136,"2.02E+01","1.305",13.3,9.68,"2017-6175",6175,"4/24/18 third","forgot to spin down plate; rerun","day01"
"521",31,"31-G08","34.39",33.58,1.136,"6.50E+00","0.813",13.3,9.68,"2017-6175",6175,"4/24/18 third","forgot to spin down plate; rerun","day01"
"522",32,"32-B06","36.47",36.47,0,"1.49E+00","0.174",1.49,0,"2017-6252",6252,"4/24/18 third","forgot to spin down plate; rerun","day01"
"523",32,"32-B06","N/A",0,0,"N/A","N/A",0,0,"2017-6252",6252,"4/24/18 third","forgot to spin down plate; rerun","day01"
"524",32,"32-C04","19.18",19.27,0.135,"2.98E+05","5.474",279000,26500,"2017-6211",6211,"4/24/18 third","forgot to spin down plate; rerun","day01"
"525",32,"32-C04","19.37",19.27,0.135,"2.61E+05","5.416",279000,26500,"2017-6211",6211,"4/24/18 third","forgot to spin down plate; rerun","day01"
"526",32,"32-D09","32.34",32.54,0.28,"2.75E+01","1.44",24.2,4.75,"2017-6168",6168,"4/24/18 third","forgot to spin down plate; rerun","day01"
"527",32,"32-D09","32.73",32.54,0.28,"2.08E+01","1.319",24.2,4.75,"2017-6168",6168,"4/24/18 third","forgot to spin down plate; rerun","day01"
"528",31,"31-G12","27.13",26.31,1.155,"1.09E+03","3.036",2270,1670,"2017-6197",6197,"4/24/18 third","forgot to spin down plate; rerun","day01"
"529",31,"31-G12","25.5",26.31,1.155,"3.45E+03","3.537",2270,1670,"2017-6197",6197,"4/24/18 third","forgot to spin down plate; rerun","day01"
"530",32,"32-B07","24.01",23.47,0.762,"9.85E+03","3.993",15500,7940,"2017-6205",6205,"4/24/18 third","forgot to spin down plate; rerun","day01"
"531",32,"32-B07","22.93",23.47,0.762,"2.11E+04","4.324",15500,7940,"2017-6205",6205,"4/24/18 third","forgot to spin down plate; rerun","day01"
"532",32,"32-C05","26.62",26.09,0.744,"1.56E+03","3.193",2420,1220,"2017-6240",6240,"4/24/18 third","forgot to spin down plate; rerun","day01"
"533",32,"32-C05","25.57",26.09,0.744,"3.28E+03","3.516",2420,1220,"2017-6240",6240,"4/24/18 third","forgot to spin down plate; rerun","day01"
"534",32,"32-E01","19.43",20.1,0.937,"2.49E+05","5.396",173000,107000,"2017-6208",6208,"4/24/18 third","forgot to spin down plate; rerun","day01"
"535",32,"32-E01","20.76",20.1,0.937,"9.77E+04","4.99",173000,107000,"2017-6208",6208,"4/24/18 third","forgot to spin down plate; rerun","day01"
"536",32,"32-A05","33.36",32.56,1.127,"1.34E+01","1.127",27.3,19.7,"2017-6178",6178,"4/24/18 third","forgot to spin down plate; rerun","day01"
"537",32,"32-A05","31.77",32.56,1.127,"4.13E+01","1.616",27.3,19.7,"2017-6178",6178,"4/24/18 third","forgot to spin down plate; rerun","day01"
"538",32,"32-B08","31.59",31.59,0.001,"4.66E+01","1.668",46.6,0.0366,"2017-6139",6139,"4/24/18 third","forgot to spin down plate; rerun","day01"
"539",32,"32-B08","31.59",31.59,0.001,"4.66E+01","1.669",46.6,0.0366,"2017-6139",6139,"4/24/18 third","forgot to spin down plate; rerun","day01"
"540",32,"32-C06","28.69",28.67,0.038,"3.61E+02","2.557",368,9.92,"2017-6158",6158,"4/24/18 third","forgot to spin down plate; rerun","day01"
"541",32,"32-C06","28.64",28.67,0.038,"3.75E+02","2.574",368,9.92,"2017-6158",6158,"4/24/18 third","forgot to spin down plate; rerun","day01"
"542",32,"32-E03","31.02",31.07,0.078,"6.99E+01","1.844",67.3,3.72,"2017-6163",6163,"4/24/18 third","forgot to spin down plate; rerun","day01"
"543",32,"32-E03","31.13",31.07,0.078,"6.46E+01","1.81",67.3,3.72,"2017-6163",6163,"4/24/18 third","forgot to spin down plate; rerun","day01"
"544",31,"31-H05","32.12",32.28,0.228,"3.21E+01","1.506",28.8,4.62,"2017-6227",6227,"4/24/18 third","forgot to spin down plate; rerun","day01"
"545",31,"31-H05","32.45",32.28,0.228,"2.55E+01","1.407",28.8,4.62,"2017-6227",6227,"4/24/18 third","forgot to spin down plate; rerun","day01"
"546",32,"32-C12","27.88",27.72,0.22,"6.42E+02","2.808",721,112,"2017-6196",6196,"4/24/18 third","forgot to spin down plate; rerun","day01"
"547",32,"32-C12","27.57",27.72,0.22,"8.00E+02","2.903",721,112,"2017-6196",6196,"4/24/18 third","forgot to spin down plate; rerun","day01"
"548",31,"31-H02","37.78",38.11,0.46,"5.90E-01","-0.229",0.482,0.154,"2017-6171",6171,"4/24/18 third","forgot to spin down plate; rerun","day01"
"549",31,"31-H02","38.43",38.11,0.46,"3.73E-01","-0.428",0.482,0.154,"2017-6171",6171,"4/24/18 third","forgot to spin down plate; rerun","day01"
"550",31,"31-E04","36.56",36.21,0.493,"1.46E+00","0.163",1.93,0.668,"2017-6226",6226,"4/24/18 second",NA,"day01"
"551",31,"31-E04","35.86",36.21,0.493,"2.40E+00","0.38",1.93,0.668,"2017-6226",6226,"4/24/18 second",NA,"day01"
"552",38,"38-G02","30.19",29.88,0.435,"1.40E+02","2.147",179,54.8,"2017-6123",6123,"4/24/18 second",NA,"day26"
"553",38,"38-G02","29.57",29.88,0.435,"2.18E+02","2.338",179,54.8,"2017-6123",6123,"4/24/18 second",NA,"day26"
"554",37,"37-C04","34.93",34.65,0.395,"4.69E+00","0.671",5.84,1.63,"2017-6171",6171,"4/24/18 second",NA,"day26"
"555",37,"37-C04","34.37",34.65,0.395,"6.99E+00","0.845",5.84,1.63,"2017-6171",6171,"4/24/18 second",NA,"day26"
"556",31,"31-F07","29.71",29.48,0.316,"1.98E+02","2.296",235,52.7,"2017-6244",6244,"4/24/18 second",NA,"day01"
"557",31,"31-F07","29.26",29.48,0.316,"2.72E+02","2.435",235,52.7,"2017-6244",6244,"4/24/18 second",NA,"day01"
"558",31,"31-D05","34.77",34.99,0.31,"5.27E+00","0.722",4.56,1.01,"2017-6165",6165,"4/24/18 second",NA,"day01"
"559",31,"31-D05","35.2",34.99,0.31,"3.85E+00","0.585",4.56,1.01,"2017-6165",6165,"4/24/18 second",NA,"day01"
"560",31,"31-E10","28.08",27.86,0.303,"6.35E+02","2.803",749,161,"2017-6170",6170,"4/24/18 second",NA,"day01"
"561",31,"31-E10","27.65",27.86,0.303,"8.63E+02","2.936",749,161,"2017-6170",6170,"4/24/18 second",NA,"day01"
"562",37,"37-F06","28.63",28.43,0.292,"4.26E+02","2.629",499,104,"2017-6156",6156,"4/24/18 second",NA,"day26"
"563",37,"37-F06","28.22",28.43,0.292,"5.72E+02","2.758",499,104,"2017-6156",6156,"4/24/18 second",NA,"day26"
"564",31,"31-E06","29.76",29.56,0.274,"1.90E+02","2.28",221,43.1,"2017-6172",6172,"4/24/18 second",NA,"day01"
"565",31,"31-E06","29.37",29.56,0.274,"2.51E+02","2.4",221,43.1,"2017-6172",6172,"4/24/18 second",NA,"day01"
"566",38,"38-B01","27.04",26.86,0.261,"1.33E+03","3.124",1530,284,"2017-6164",6164,"4/24/18 second",NA,"day26"
"567",38,"38-B01","26.68",26.86,0.261,"1.73E+03","3.238",1530,284,"2017-6164",6164,"4/24/18 second",NA,"day26"
"568",37,"37-F01","30.63",30.45,0.257,"1.02E+02","2.009",117,21.5,"2017-6132",6132,"4/24/18 second",NA,"day26"
"569",37,"37-F01","30.26",30.45,0.257,"1.32E+02","2.122",117,21.5,"2017-6132",6132,"4/24/18 second",NA,"day26"
"570",31,"31-D02","31.48",31.66,0.257,"5.55E+01","1.744",49.1,9.01,"2017-6145",6145,"4/24/18 second",NA,"day01"
"571",31,"31-D02","31.84",31.66,0.257,"4.28E+01","1.631",49.1,9.01,"2017-6145",6145,"4/24/18 second",NA,"day01"
"572",37,"37-C08","29.78",29.61,0.241,"1.88E+02","2.274",214,36.7,"2017-6215",6215,"4/24/18 second",NA,"day26"
"573",37,"37-C08","29.44",29.61,0.241,"2.40E+02","2.38",214,36.7,"2017-6215",6215,"4/24/18 second",NA,"day26"
"574",31,"31-D10","20.18",20.34,0.224,"1.81E+05","5.259",163000,26000,"2017-6225",6225,"4/24/18 second",NA,"day01"
"575",31,"31-D10","20.5",20.34,0.224,"1.45E+05","5.16",163000,26000,"2017-6225",6225,"4/24/18 second",NA,"day01"
"576",37,"37-H04","30.81",30.97,0.224,"8.94E+01","1.951",80.3,12.8,"2017-6194",6194,"4/24/18 second",NA,"day26"
"577",37,"37-H04","31.13",30.97,0.224,"7.12E+01","1.853",80.3,12.8,"2017-6194",6194,"4/24/18 second",NA,"day26"
"578",38,"38-D01","30.32",30.17,0.217,"1.27E+02","2.104",143,22.1,"2017-6182",6182,"4/24/18 second",NA,"day26"
"579",38,"38-D01","30.02",30.17,0.217,"1.58E+02","2.199",143,22.1,"2017-6182",6182,"4/24/18 second",NA,"day26"
"580",31,"31-D04","28.01",27.86,0.216,"6.66E+02","2.823",747,115,"2017-6126",6126,"4/24/18 second",NA,"day01"
"581",31,"31-D04","27.7",27.86,0.216,"8.29E+02","2.918",747,115,"2017-6126",6126,"4/24/18 second",NA,"day01"
"582",31,"31-D06","32.74",32.61,0.189,"2.24E+01","1.35",24.8,3.33,"2017-6169",6169,"4/24/18 second",NA,"day01"
"583",31,"31-D06","32.48",32.61,0.189,"2.71E+01","1.433",24.8,3.33,"2017-6169",6169,"4/24/18 second",NA,"day01"
"584",31,"31-F12","29.5",29.63,0.173,"2.28E+02","2.358",210,26,"2017-6199",6199,"4/24/18 second",NA,"day01"
"585",31,"31-F12","29.75",29.63,0.173,"1.91E+02","2.282",210,26,"2017-6199",6199,"4/24/18 second",NA,"day01"
"586",38,"38-C02","31.44",31.56,0.166,"5.69E+01","1.755",52.5,6.24,"2017-6165",6165,"4/24/18 second",NA,"day26"
"587",38,"38-C02","31.68",31.56,0.166,"4.81E+01","1.682",52.5,6.24,"2017-6165",6165,"4/24/18 second",NA,"day26"
"588",31,"31-D12","30.89",30.99,0.147,"8.47E+01","1.928",78.8,8.29,"2017-6262",6262,"4/24/18 second",NA,"day01"
"589",31,"31-D12","31.1",30.99,0.147,"7.29E+01","1.863",78.8,8.29,"2017-6262",6262,"4/24/18 second",NA,"day01"
"590",31,"31-E02","29.07",28.97,0.138,"3.12E+02","2.494",335,33.1,"2017-6173",6173,"4/24/18 second",NA,"day01"
"591",31,"31-E02","28.87",28.97,0.138,"3.59E+02","2.555",335,33.1,"2017-6173",6173,"4/24/18 second",NA,"day01"
"592",38,"38-E08","30.48",30.57,0.125,"1.13E+02","2.054",107,9.52,"2017-6172",6172,"4/24/18 second",NA,"day26"
"593",38,"38-E08","30.66",30.57,0.125,"9.99E+01","2",107,9.52,"2017-6172",6172,"4/24/18 second",NA,"day26"
"594",31,"31-B08","29.31",29.22,0.12,"2.63E+02","2.42",280,24.1,"2017-6118",6118,"4/24/18 second",NA,"day01"
"595",31,"31-B08","29.14",29.22,0.12,"2.97E+02","2.473",280,24.1,"2017-6118",6118,"4/24/18 second",NA,"day01"
"596",31,"31-C03","31.64",31.56,0.113,"4.93E+01","1.693",52.3,4.24,"2017-6224",6224,"4/24/18 second",NA,"day01"
